# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_teddy.bag'
# timestamp tx ty tz qx qy qz qw
1560000083.92077136 -1.946798014052585 0.6435101088022983 -1.0853758526792183 -0.00919472099623111 0.0013175508704443182 -0.7038591379079133 0.7102788432362561
1560000083.92493749 -1.9468425480156109 0.6448879177202549 -1.085294457964096 -0.009119528240469956 0.0013935288833308943 -0.7038782034584146 0.7102607739260822
1560000083.92910457 -1.9469718907667128 0.6454451076004681 -1.085410356141796 -0.009408959325738177 0.0011902995776144894 -0.7038713930070372 0.7102641176193933
1560000083.93327045 -1.9468238703994596 0.6469316224572831 -1.0853287991935727 -0.009221402509903717 0.0012586453151148295 -0.7039260469022708 0.7102122936420229
1560000083.93743753 -1.9468694897517234 0.6480607911744293 -1.0852823522941786 -0.009239240072849047 0.0012621166356412393 -0.7039195437944241 0.7102185011450517
1560000083.94160438 -1.9468946604282344 0.6485991586636369 -1.0853580375403489 -0.009494253691108649 0.0010140665238651712 -0.7039524557285788 0.7101829136846629
1560000083.94577146 -1.9470023745621416 0.6494399967196705 -1.0854434977637102 -0.009628804454847059 0.0009433566162710749 -0.7039634076040432 0.7101703436201546
1560000083.94993758 -1.9470447414541057 0.6513563829440797 -1.0852901469473135 -0.009335208696612233 0.001268036802177787 -0.7039766085751482 0.7101606723413312
1560000083.95410442 -1.9469842756878 0.6523790821485145 -1.0852580729697154 -0.00932739658732761 0.001211955584772296 -0.7039886428514911 0.7101489432314032
1560000083.95827150 -1.9468960897005316 0.6521125508935515 -1.085455697403635 -0.00981452833536705 0.0006600236905063657 -0.704054382074585 0.7100779298667553
1560000083.96243739 -1.9468481229779684 0.6540140381306601 -1.0853406070424274 -0.009486013723569829 0.0009414325972274089 -0.7040290272007188 0.7101072159238426
1560000083.96660447 -1.9471080420277556 0.6554923165438784 -1.0852914377078475 -0.009403380171523791 0.0012336399361288553 -0.7041318827488146 0.71000587763093
1560000083.97077036 -1.9471227012085661 0.6570365884389113 -1.0851950724920876 -0.009191868563970355 0.0014268183318317243 -0.7041454836529879 0.7099947968773084
1560000083.97493744 -1.94712359484462 0.657277833395596 -1.0853452127569734 -0.009492101434598414 0.0010907031439051792 -0.7041258761515268 0.7100108878819058
1560000083.97910452 -1.9472884678631373 0.6583343553006681 -1.0853904425479457 -0.00953977007695354 0.0011734176131676076 -0.7041300023004265 0.7100060251423117
1560000083.98327136 -1.9471160530452154 0.659480517904236 -1.0853249808612564 -0.009405374881766905 0.0011694543826171072 -0.7042080447486732 0.709930419837769
1560000083.98743749 -1.9470978621865285 0.6609618054991285 -1.0852107868620533 -0.009189937139656115 0.0013581330225186721 -0.7042454200967473 0.7098958295431931
1560000083.99160457 -1.9471289659971736 0.6613028587882651 -1.0853587891917926 -0.009448961547795514 0.0011117638996551453 -0.7042707033493733 0.7098677746668592
1560000083.99577045 -1.9472083043741863 0.6626177963319708 -1.0852946681347915 -0.00932223456474838 0.0012597062347875158 -0.7042582476383668 0.7098815603438778
1560000083.99993753 -1.947101539234758 0.6636114709676573 -1.0852863493552676 -0.00926695392889117 0.0012555740331614662 -0.7043676567885443 0.7097737323745805
1560000084.00410438 -1.9471835790977277 0.6657294858721007 -1.085098303974737 -0.00884290272805418 0.0017048540276564138 -0.7043335053902211 0.7098120946622491
1560000084.00827146 -1.9470494496945479 0.6657180428327728 -1.0852746003553597 -0.009158385211221764 0.001294771792263196 -0.7043722529321406 0.7097705099858891
1560000084.01243758 -1.9473621068990632 0.6657562486702668 -1.0854754930886907 -0.009618110393865583 0.0010694523699572962 -0.7044178576436664 0.7097195432399949
1560000084.01660442 -1.9471805575058494 0.6674843717526457 -1.0853417521848039 -0.00924282446706996 0.001301718445557573 -0.7044461054665925 0.7096961041304297
1560000084.02077150 -1.947172392410919 0.6685166101711971 -1.085297500485966 -0.009206285424119741 0.0012931911939425885 -0.7043925292648103 0.7097497704692469
1560000084.02493739 -1.947171738206686 0.6689580839547176 -1.0853967821684263 -0.009387897232329367 0.0011333415578007253 -0.7045147094501982 0.709626385565511
1560000084.02910447 -1.9472016426872416 0.6700628685695964 -1.0853516164525017 -0.009330088688970263 0.0011959463596870354 -0.7045176235983673 0.7096241520669021
1560000084.03327036 -1.9472592469801704 0.6712203332347318 -1.0853375784552033 -0.009274319006639732 0.0012882655519720133 -0.7045365747604183 0.7096059062632498
1560000084.03743744 -1.9472328877059888 0.6719431007911765 -1.08536705931401 -0.009341753519065419 0.0011863388384581858 -0.7045660577756636 0.7095759257978033
1560000084.04160452 -1.9472327949917914 0.672659555500143 -1.0854126403560889 -0.009422134197858293 0.0011182106970323523 -0.704645853235477 0.7094957325523819
1560000084.04577136 -1.9472868825493974 0.6738056426989187 -1.0853725497656137 -0.009365117045686891 0.001198774980498518 -0.7046130615721888 0.709528921879252
1560000084.04993749 -1.94754275392972 0.6743718298106828 -1.085452201092374 -0.009611934894586727 0.0011541600963232692 -0.7046627543778782 0.7094763429562938
1560000084.05410457 -1.9474496018900371 0.6760471124402321 -1.085310024442309 -0.00928664895004497 0.0013857928545607794 -0.7046698522508543 0.7094732109517611
